SEL PILESEL  cid   61510 id   2 nodes  32897 17614
SEL PILESEL  cid   61511 id   2 nodes  32911 18201
SEL PILESEL  cid   61512 id   2 nodes  32906 18570
SEL PILESEL  cid   61513 id   2 nodes  32903 18334
SEL PILESEL  cid   61514 id   2 nodes  32900 18376
SEL PILESEL  cid   61515 id   2 nodes  32636 18397
SEL PILESEL  cid   61516 id   2 nodes  32849 18458
SEL PILESEL  cid   61517 id   2 nodes  32785 18023
SEL PILESEL  cid   61518 id   2 nodes  32721 18513
SEL PILESEL  cid   61519 id   2 nodes  32026 18621
SEL PILESEL  cid   61520 id   2 nodes  32209 18065
SEL PILESEL  cid   61521 id   2 nodes  32392 18462
SEL PILESEL  cid   61522 id   2 nodes  32624 18638
SEL PILESEL  cid   61523 id   2 nodes  32861 18560
SEL PILESEL  cid   61524 id   2 nodes  32797 17546
SEL PILESEL  cid   61525 id   2 nodes  32733 18565
SEL PILESEL  cid   61526 id   2 nodes  32014 17693
SEL PILESEL  cid   61527 id   2 nodes  32197 18306
SEL PILESEL  cid   61528 id   2 nodes  32380 18322
SEL PILESEL  cid   61529 id   2 nodes  32622 17593
SEL PILESEL  cid   61530 id   2 nodes  32012 18370
SEL PILESEL  cid   61531 id   2 nodes  32195 18257
SEL PILESEL  cid   61532 id   2 nodes  32378 17585
SEL PILESEL  cid   61533 id   2 nodes  32627 18227
SEL PILESEL  cid   61534 id   2 nodes  32858 18200
SEL PILESEL  cid   61535 id   2 nodes  32794 18472
SEL PILESEL  cid   61536 id   2 nodes  32730 17626
SEL PILESEL  cid   61537 id   2 nodes  32017 18011
SEL PILESEL  cid   61538 id   2 nodes  32200 18507
SEL PILESEL  cid   61539 id   2 nodes  32383 18506
SEL PILESEL  cid   61540 id   2 nodes  32630 18281
SEL PILESEL  cid   61541 id   2 nodes  32855 17810
SEL PILESEL  cid   61542 id   2 nodes  32791 18288
SEL PILESEL  cid   61543 id   2 nodes  32727 18316
SEL PILESEL  cid   61544 id   2 nodes  32020 18577
SEL PILESEL  cid   61545 id   2 nodes  32203 18596
SEL PILESEL  cid   61546 id   2 nodes  32386 17908
SEL PILESEL  cid   61547 id   2 nodes  32633 17648
SEL PILESEL  cid   61548 id   2 nodes  32852 18468
SEL PILESEL  cid   61549 id   2 nodes  32788 17753
SEL PILESEL  cid   61550 id   2 nodes  32724 18496
SEL PILESEL  cid   61551 id   2 nodes  32023 17922
SEL PILESEL  cid   61552 id   2 nodes  32206 18492
SEL PILESEL  cid   61553 id   2 nodes  32389 18131
SEL PILESEL  cid   61554 id   2 nodes  32619 18245
SEL PILESEL  cid   61555 id   2 nodes  32603 17605
SEL PILESEL  cid   61556 id   2 nodes  32600 17795
SEL PILESEL  cid   61557 id   2 nodes  32597 18362
SEL PILESEL  cid   61558 id   2 nodes  32594 18549
SEL PILESEL  cid   61559 id   2 nodes  32591 17861
SEL PILESEL  cid   61560 id   2 nodes  32588 18297
SEL PILESEL  cid   61561 id   2 nodes  32585 18153
SEL PILESEL  cid   61562 id   2 nodes  32582 18590
SEL PILESEL  cid   61563 id   2 nodes  32580 17958
SEL PILESEL  cid   61564 id   2 nodes  32613 17883
SEL PILESEL  cid   61565 id   2 nodes  32616 17580
SEL PILESEL  cid   61566 id   2 nodes  32610 18212
SEL PILESEL  cid   61567 id   2 nodes  32607 18291
SEL PILESEL  cid   61568 id   2 nodes  32009 18191
SEL PILESEL  cid   61569 id   2 nodes  31993 17609
SEL PILESEL  cid   61570 id   2 nodes  31990 17714
SEL PILESEL  cid   61571 id   2 nodes  31987 18605
SEL PILESEL  cid   61572 id   2 nodes  31984 17891
SEL PILESEL  cid   61573 id   2 nodes  31981 18106
SEL PILESEL  cid   61574 id   2 nodes  31978 18187
SEL PILESEL  cid   61575 id   2 nodes  31975 18248
SEL PILESEL  cid   61576 id   2 nodes  31972 18591
SEL PILESEL  cid   61577 id   2 nodes  31970 18217
SEL PILESEL  cid   61578 id   2 nodes  32003 17573
SEL PILESEL  cid   61579 id   2 nodes  32006 18403
SEL PILESEL  cid   61580 id   2 nodes  32000 18228
SEL PILESEL  cid   61581 id   2 nodes  31997 18662
SEL PILESEL  cid   61582 id   2 nodes  32192 18057
SEL PILESEL  cid   61583 id   2 nodes  32176 18087
SEL PILESEL  cid   61584 id   2 nodes  32173 17629
SEL PILESEL  cid   61585 id   2 nodes  32170 17547
SEL PILESEL  cid   61586 id   2 nodes  32167 18421
SEL PILESEL  cid   61587 id   2 nodes  32164 18222
SEL PILESEL  cid   61588 id   2 nodes  32161 17773
SEL PILESEL  cid   61589 id   2 nodes  32158 18705
SEL PILESEL  cid   61590 id   2 nodes  32155 18176
SEL PILESEL  cid   61591 id   2 nodes  32153 18644
SEL PILESEL  cid   61592 id   2 nodes  32186 18693
SEL PILESEL  cid   61593 id   2 nodes  32189 17742
SEL PILESEL  cid   61594 id   2 nodes  32183 17781
SEL PILESEL  cid   61595 id   2 nodes  32180 18340
SEL PILESEL  cid   61596 id   2 nodes  32375 18018
SEL PILESEL  cid   61597 id   2 nodes  32359 17816
SEL PILESEL  cid   61598 id   2 nodes  32356 17995
SEL PILESEL  cid   61599 id   2 nodes  32353 17882
SEL PILESEL  cid   61600 id   2 nodes  32350 18640
SEL PILESEL  cid   61601 id   2 nodes  32347 18184
SEL PILESEL  cid   61602 id   2 nodes  32344 18463
SEL PILESEL  cid   61603 id   2 nodes  32341 17926
SEL PILESEL  cid   61604 id   2 nodes  32338 17607
SEL PILESEL  cid   61605 id   2 nodes  32336 17878
SEL PILESEL  cid   61606 id   2 nodes  32369 18595
SEL PILESEL  cid   61607 id   2 nodes  32372 18169
SEL PILESEL  cid   61608 id   2 nodes  32366 17804
SEL PILESEL  cid   61609 id   2 nodes  32363 18076
SEL PILESEL  cid   61610 id   2 nodes  17614 4023
SEL PILESEL  cid   61611 id   2 nodes  18201 3458
SEL PILESEL  cid   61612 id   2 nodes  18570 4428
SEL PILESEL  cid   61613 id   2 nodes  18334 4207
SEL PILESEL  cid   61614 id   2 nodes  18376 3368
SEL PILESEL  cid   61615 id   2 nodes  18397 4230
SEL PILESEL  cid   61616 id   2 nodes  18458 3687
SEL PILESEL  cid   61617 id   2 nodes  18023 4039
SEL PILESEL  cid   61618 id   2 nodes  18513 3321
SEL PILESEL  cid   61619 id   2 nodes  18621 3495
SEL PILESEL  cid   61620 id   2 nodes  18065 4223
SEL PILESEL  cid   61621 id   2 nodes  18462 4154
SEL PILESEL  cid   61622 id   2 nodes  18638 3912
SEL PILESEL  cid   61623 id   2 nodes  18560 4381
SEL PILESEL  cid   61624 id   2 nodes  17546 3548
SEL PILESEL  cid   61625 id   2 nodes  18565 3791
SEL PILESEL  cid   61626 id   2 nodes  17693 3497
SEL PILESEL  cid   61627 id   2 nodes  18306 3358
SEL PILESEL  cid   61628 id   2 nodes  18322 3429
SEL PILESEL  cid   61629 id   2 nodes  17593 3704
SEL PILESEL  cid   61630 id   2 nodes  18370 3323
SEL PILESEL  cid   61631 id   2 nodes  18257 4392
SEL PILESEL  cid   61632 id   2 nodes  17585 3370
SEL PILESEL  cid   61633 id   2 nodes  18227 4362
SEL PILESEL  cid   61634 id   2 nodes  18200 3752
SEL PILESEL  cid   61635 id   2 nodes  18472 3580
SEL PILESEL  cid   61636 id   2 nodes  17626 3569
SEL PILESEL  cid   61637 id   2 nodes  18011 4331
SEL PILESEL  cid   61638 id   2 nodes  18507 3464
SEL PILESEL  cid   61639 id   2 nodes  18506 4172
SEL PILESEL  cid   61640 id   2 nodes  18281 3314
SEL PILESEL  cid   61641 id   2 nodes  17810 3493
SEL PILESEL  cid   61642 id   2 nodes  18288 3669
SEL PILESEL  cid   61643 id   2 nodes  18316 4273
SEL PILESEL  cid   61644 id   2 nodes  18577 3406
SEL PILESEL  cid   61645 id   2 nodes  18596 4268
