SEL BEAMSEL  cid   1 id   4 nodes  33842 33659
SEL BEAMSEL  cid   2 id   4 nodes  34025 33842
SEL BEAMSEL  cid   3 id   4 nodes  34845 34025
SEL BEAMSEL  cid   4 id   4 nodes  34662 34845
SEL BEAMSEL  cid   5 id   4 nodes  33845 33662
SEL BEAMSEL  cid   6 id   4 nodes  34028 33845
SEL BEAMSEL  cid   7 id   4 nodes  34842 34028
SEL BEAMSEL  cid   8 id   4 nodes  34659 34842
SEL BEAMSEL  cid   9 id   4 nodes  34832 34829
SEL BEAMSEL  cid   10 id   4 nodes  34837 34832
SEL BEAMSEL  cid   11 id   4 nodes  34842 34837
SEL BEAMSEL  cid   12 id   4 nodes  34845 34842
SEL BEAMSEL  cid   13 id   4 nodes  34848 34845
SEL BEAMSEL  cid   14 id   4 nodes  34856 34852
SEL BEAMSEL  cid   15 id   4 nodes  34860 34856
SEL BEAMSEL  cid   16 id   4 nodes  34864 34860
SEL BEAMSEL  cid   17 id   4 nodes  34867 34864
SEL BEAMSEL  cid   18 id   4 nodes  34870 34867
SEL BEAMSEL  cid   19 id   4 nodes  34874 34870
SEL BEAMSEL  cid   20 id   4 nodes  34878 34874
SEL BEAMSEL  cid   21 id   4 nodes  34882 34878
SEL BEAMSEL  cid   22 id   4 nodes  34886 34882
SEL BEAMSEL  cid   23 id   4 nodes  34888 34886
SEL BEAMSEL  cid   24 id   4 nodes  34829 34649
SEL BEAMSEL  cid   25 id   4 nodes  33855 33672
SEL BEAMSEL  cid   26 id   4 nodes  34038 33855
SEL BEAMSEL  cid   27 id   4 nodes  34282 34038
SEL BEAMSEL  cid   28 id   4 nodes  34587 34282
SEL BEAMSEL  cid   29 id   4 nodes  35015 34587
SEL BEAMSEL  cid   30 id   4 nodes  34832 35015
SEL BEAMSEL  cid   31 id   4 nodes  34649 34832
SEL BEAMSEL  cid   32 id   4 nodes  33855 34040
SEL BEAMSEL  cid   33 id   4 nodes  33667 33850
SEL BEAMSEL  cid   34 id   4 nodes  33672 33857
SEL BEAMSEL  cid   35 id   4 nodes  33656 33161
SEL BEAMSEL  cid   36 id   4 nodes  33839 33656
SEL BEAMSEL  cid   37 id   4 nodes  34022 33839
SEL BEAMSEL  cid   38 id   4 nodes  34848 34022
SEL BEAMSEL  cid   39 id   4 nodes  33163 33026
SEL BEAMSEL  cid   40 id   4 nodes  33123 33120
SEL BEAMSEL  cid   41 id   4 nodes  33127 33123
SEL BEAMSEL  cid   42 id   4 nodes  33131 33127
SEL BEAMSEL  cid   43 id   4 nodes  33135 33131
SEL BEAMSEL  cid   44 id   4 nodes  33139 33135
SEL BEAMSEL  cid   45 id   4 nodes  33142 33139
SEL BEAMSEL  cid   46 id   4 nodes  33145 33142
SEL BEAMSEL  cid   47 id   4 nodes  33149 33145
SEL BEAMSEL  cid   48 id   4 nodes  33153 33149
SEL BEAMSEL  cid   49 id   4 nodes  33157 33153
SEL BEAMSEL  cid   50 id   4 nodes  33163 33161
SEL BEAMSEL  cid   51 id   4 nodes  34848 34665
SEL BEAMSEL  cid   52 id   4 nodes  34832 35012
SEL BEAMSEL  cid   53 id   4 nodes  32988 33120
SEL BEAMSEL  cid   54 id   4 nodes  34703 34886
SEL BEAMSEL  cid   55 id   4 nodes  34864 34006
SEL BEAMSEL  cid   56 id   4 nodes  34006 33823
SEL BEAMSEL  cid   57 id   4 nodes  33823 33640
SEL BEAMSEL  cid   58 id   4 nodes  33640 33145
SEL BEAMSEL  cid   59 id   4 nodes  33145 33010
SEL BEAMSEL  cid   60 id   4 nodes  34699 34882
SEL BEAMSEL  cid   61 id   4 nodes  34867 34003
SEL BEAMSEL  cid   62 id   4 nodes  34003 33820
SEL BEAMSEL  cid   63 id   4 nodes  33820 33637
SEL BEAMSEL  cid   64 id   4 nodes  33637 33142
SEL BEAMSEL  cid   65 id   4 nodes  33142 33007
SEL BEAMSEL  cid   66 id   4 nodes  33004 33139
SEL BEAMSEL  cid   67 id   4 nodes  33139 33634
SEL BEAMSEL  cid   68 id   4 nodes  33634 33817
SEL BEAMSEL  cid   69 id   4 nodes  33817 34000
SEL BEAMSEL  cid   70 id   4 nodes  34000 34870
SEL BEAMSEL  cid   71 id   4 nodes  34870 34687
SEL BEAMSEL  cid   72 id   4 nodes  34684 34867
SEL BEAMSEL  cid   73 id   4 nodes  34882 33988
SEL BEAMSEL  cid   74 id   4 nodes  33988 33805
SEL BEAMSEL  cid   75 id   4 nodes  33805 33622
SEL BEAMSEL  cid   76 id   4 nodes  33622 33127
SEL BEAMSEL  cid   77 id   4 nodes  33127 32992
SEL BEAMSEL  cid   78 id   4 nodes  34681 34864
SEL BEAMSEL  cid   79 id   4 nodes  34886 35069
SEL BEAMSEL  cid   80 id   4 nodes  35069 34533
SEL BEAMSEL  cid   81 id   4 nodes  34533 34228
SEL BEAMSEL  cid   82 id   4 nodes  34228 33984
SEL BEAMSEL  cid   83 id   4 nodes  33984 33801
SEL BEAMSEL  cid   84 id   4 nodes  33801 33618
